name,category,NORAD ID,Int'l Code,Perigee,Apogee,Inclination,Period,Semi major axis,RCS,Launch date,Source,Launch site
ELISA W23,Military,38009,2011-076C,683.1 km,684.5 km,97.9 &deg,98.3 minutes,7054 km,Unknown,2011,France (FR),FRENCH GUIANA (FRGUI)
ELISA W11,Military,38007,2011-076A,681.9 km,685.6 km,97.9 &deg,98.3 minutes,7054 km,Unknown,2011,France (FR),FRENCH GUIANA (FRGUI)
ELISA E12,Military,38010,2011-076D,683.1 km,684.4 km,97.9 &deg,98.3 minutes,7054 km,Unknown,2011,France (FR),FRENCH GUIANA (FRGUI)
PLEIADES 1,Military,38012,2011-076F,704.2 km,705.8 km,98.2 &deg,98.7 minutes,7076 km,5.5218 m,2011,France (FR),FRENCH GUIANA (FRGUI)
USA 234,Military,38109,2012-014A,"1,108.9 km","1,113.3 km",123.0 &deg,107.3 minutes,7482 km,Unknown,2012,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
USA 236,Military,38466,2012-033A,"35,778.3 km","35,810.2 km",2.3 &deg,"1,436.1 minutes",42165 km,Unknown,2012,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
USA 237,Military,38528,2012-034A,"35,604.1 km","35,984.4 km",2.1 &deg,"1,436.1 minutes",42165 km,Unknown,2012,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
COSMOS 2481,Military,38733,2012-041A,"1,489.9 km","1,517.4 km",82.5 &deg,115.9 minutes,7874 km,0.8414 m,2012,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
SMDC ONE 1.1,Military,38766,2012-048J,,,,,,,2012,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
MERIDIAN 6,Military,38995,2012-063A,"2,961.8 km","37,409.0 km",65.3 &deg,717.8 minutes,26556 km,28.9196 m,2012,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
USA 238,Military,38758,2012-048A,"1,019.9 km","1,207.1 km",63.4 &deg,107.4 minutes,7484 km,Unknown,2012,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
PLEIADES 1B,Military,39019,2012-068A,704.1 km,705.9 km,98.2 &deg,98.7 minutes,7076 km,Unknown,2012,France (FR),FRENCH GUIANA (FRGUI)
IGS 8A,Military,39061,2013-002A,517.9 km,522.2 km,97.5 &deg,94.9 minutes,6891 km,Unknown,2013,Japan (JPN),TANEGASHIMA SPACE CENTER (TNSTA)
SAPPHIRE,Military,39088,2013-009C,776.3 km,793.4 km,98.5 &deg,100.4 minutes,7155 km,0.6634 m,2013,Canada (CA),SRIHARIKOTA (SRI)
WGS F5 (USA 243),Military,39168,2013-024A,"35,791.6 km","35,794.7 km",0.0 &deg,"1,436.1 minutes",42164 km,0.2102 m,2013,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
COSMOS 2486,Military,39177,2013-028A,708.6 km,726.3 km,98.0 &deg,99.0 minutes,7088 km,Unknown,2013,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
COSMOS 2487,Military,39194,2013-032A,447.6 km,453.0 km,74.7 &deg,93.4 minutes,6821 km,Unknown,2013,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
MUOS-2,Military,39206,2013-036A,"35,572.1 km","36,016.6 km",2.6 &deg,"1,436.1 minutes",42165 km,Unknown,2013,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
NROL-65 (USA 245),Military,39232,2013-043A,276.4 km,"1,025.3 km",97.9 &deg,97.6 minutes,7021 km,Unknown,2013,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
USA 247 (NROL-39),Military,39462,2013-072A,"1,108.6 km","1,113.6 km",123.0 &deg,107.3 minutes,7482 km,Unknown,2013,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
SNAP-3,Military,39468,2013-072G,,,,,,,2013,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
TACSAT-6,Military,39473,2013-072M,,,,,,,2013,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
SMDC ONE 2.4,Military,39472,2013-072L,,,,,,,2013,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
SMDC ONE 2.3,Military,39474,2013-072N,,,,,,,2013,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
INTELSAT 1-F1,Intelsat,1317,1965-028A,"35,799.8 km","35,833.2 km",1.8 &deg,"1,437.3 minutes",42187 km,0.8912 m,1965,International Telecommunications Satellite Organization (ITSO),AIR FORCE EASTERN TEST RANGE (AFETR)
INTELSAT 2-F1,Intelsat,2514,1966-096A,"3,166.6 km","37,222.0 km",17.2 &deg,718.2 minutes,26565 km,1.165 m,1966,International Telecommunications Satellite Organization (ITSO),AIR FORCE EASTERN TEST RANGE (AFETR)
INTELSAT 2-F3,Intelsat,2717,1967-026A,"35,724.2 km","35,868.4 km",1.6 &deg,"1,436.2 minutes",42167 km,3.981 m,1967,International Telecommunications Satellite Organization (ITSO),AIR FORCE EASTERN TEST RANGE (AFETR)
INTELSAT 2-F2,Intelsat,2639,1967-001A,"35,748.2 km","35,800.9 km",2.4 &deg,"1,435.1 minutes",42145 km,3.1622 m,1967,International Telecommunications Satellite Organization (ITSO),AIR FORCE EASTERN TEST RANGE (AFETR)
INTELSAT 2-F4,Intelsat,2969,1967-094A,"35,760.3 km","35,848.2 km",1.5 &deg,"1,436.6 minutes",42175 km,2.5118 m,1967,International Telecommunications Satellite Organization (ITSO),AIR FORCE EASTERN TEST RANGE (AFETR)
INTELSAT 3-F2,Intelsat,3623,1968-116A,"38,432.0 km","39,325.3 km",9.7 &deg,"1,596.5 minutes",45249 km,2.5118 m,1968,International Telecommunications Satellite Organization (ITSO),AIR FORCE EASTERN TEST RANGE (AFETR)
INTELSAT 3-F3,Intelsat,3674,1969-011A,"39,908.0 km","41,550.3 km",15.1 &deg,"1,695.5 minutes",47100 km,0.4044 m,1969,International Telecommunications Satellite Organization (ITSO),AIR FORCE EASTERN TEST RANGE (AFETR)
INTELSAT 3-F4,Intelsat,3947,1969-045A,"38,801.7 km","39,056.1 km",9.7 &deg,"1,599.2 minutes",45299 km,2.5125 m,1969,International Telecommunications Satellite Organization (ITSO),AIR FORCE EASTERN TEST RANGE (AFETR)
INTELSAT 3-F6,Intelsat,4297,1970-003A,"36,055.9 km","36,162.9 km",4.6 &deg,"1,452.3 minutes",42480 km,5.0118 m,1970,International Telecommunications Satellite Organization (ITSO),AIR FORCE EASTERN TEST RANGE (AFETR)
INTELSAT 3-F8,Intelsat,4478,1970-055A,"33,865.4 km","36,622.1 km",0.3 &deg,"1,408.1 minutes",41614 km,2.5127 m,1970,International Telecommunications Satellite Organization (ITSO),AIR FORCE EASTERN TEST RANGE (AFETR)
INTELSAT 3-F7,Intelsat,4376,1970-032A,"35,788.2 km","35,814.5 km",3.3 &deg,"1,436.5 minutes",42172 km,0.003 m,1970,International Telecommunications Satellite Organization (ITSO),AIR FORCE EASTERN TEST RANGE (AFETR)
INTELSAT 4-F2,Intelsat,4881,1971-006A,"36,133.9 km","36,267.1 km",9.9 &deg,"1,456.9 minutes",42571 km,10.0496 m,1971,International Telecommunications Satellite Organization (ITSO),AIR FORCE EASTERN TEST RANGE (AFETR)
INTELSAT 4-F3,Intelsat,5709,1971-116A,"35,916.7 km","36,038.0 km",11.5 &deg,"1,445.5 minutes",42348 km,2.3186 m,1971,International Telecommunications Satellite Organization (ITSO),AIR FORCE EASTERN TEST RANGE (AFETR)
INTELSAT 4-F4,Intelsat,5775,1972-003A,"35,895.1 km","35,945.1 km",11.7 &deg,"1,442.6 minutes",42291 km,2 m,1972,International Telecommunications Satellite Organization (ITSO),AIR FORCE EASTERN TEST RANGE (AFETR)
OFEQ 10,Military,39650,2014-019A,521.1 km,523.9 km,140.9 &deg,94.9 minutes,6893 km,Unknown,2014,Israel (ISRA),"Yavne, Israel (YAVNE)"
USA 253,Military,40099,2014-043A,"35,782.7 km","35,805.1 km",0.3 &deg,"1,436.1 minutes",42164 km,Unknown,2014,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
USA 254,Military,40100,2014-043B,"35,821.6 km","35,855.9 km",0.5 &deg,"1,438.4 minutes",42209 km,Unknown,2014,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
USA 255,Military,40101,2014-043C,"36,172.7 km","36,294.0 km",4.0 &deg,"1,458.6 minutes",42604 km,Unknown,2014,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
MERIDIAN 7,Military,40296,2014-069A,"1,887.6 km","38,481.9 km",63.0 &deg,717.8 minutes,26555 km,Unknown,2014,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
USA 259,Military,40344,2014-081A,"1,036.3 km","39,330.2 km",63.4 &deg,717.7 minutes,26554 km,Unknown,2014,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
INTELSAT 4-F5,Intelsat,6052,1972-041A,"35,828.9 km","35,842.6 km",10.9 &deg,"1,438.2 minutes",42206 km,1 m,1972,International Telecommunications Satellite Organization (ITSO),AIR FORCE EASTERN TEST RANGE (AFETR)
INTELSAT 4-F8,Intelsat,7544,1974-093A,"35,902.3 km","35,953.3 km",12.5 &deg,"1,443.0 minutes",42298 km,9.5891 m,1974,International Telecommunications Satellite Organization (ITSO),AIR FORCE EASTERN TEST RANGE (AFETR)
INTELSAT 4-F1,Intelsat,7815,1975-042A,"36,043.7 km","36,114.0 km",12.7 &deg,"1,450.7 minutes",42449 km,12.6 m,1975,International Telecommunications Satellite Organization (ITSO),AIR FORCE EASTERN TEST RANGE (AFETR)
INTELSAT 4-F7,Intelsat,6796,1973-058A,"36,087.8 km","36,138.1 km",12.2 &deg,"1,452.4 minutes",42483 km,1.5964 m,1973,International Telecommunications Satellite Organization (ITSO),AIR FORCE EASTERN TEST RANGE (AFETR)
INTELSAT 4A-F1,Intelsat,8330,1975-091A,"35,874.4 km","35,903.1 km",12.4 &deg,"1,441.0 minutes",42259 km,2.8993 m,1975,International Telecommunications Satellite Organization (ITSO),AIR FORCE EASTERN TEST RANGE (AFETR)
INTELSAT 4A-F2,Intelsat,8620,1976-010A,"35,951.3 km","35,961.2 km",12.5 &deg,"1,444.4 minutes",42327 km,2.9304 m,1976,International Telecommunications Satellite Organization (ITSO),AIR FORCE EASTERN TEST RANGE (AFETR)
INTELSAT 4A-F4,Intelsat,10024,1977-041A,"35,993.7 km","36,063.8 km",13.1 &deg,"1,448.1 minutes",42399 km,2.3464 m,1977,International Telecommunications Satellite Organization (ITSO),AIR FORCE EASTERN TEST RANGE (AFETR)
INTELSAT 4A-F3,Intelsat,10557,1978-002A,"35,891.6 km","35,903.4 km",13.0 &deg,"1,441.4 minutes",42268 km,10.2652 m,1978,International Telecommunications Satellite Organization (ITSO),AIR FORCE EASTERN TEST RANGE (AFETR)
INTELSAT 4A-F6,Intelsat,10778,1978-035A,"35,781.1 km","35,808.4 km",12.8 &deg,"1,436.1 minutes",42165 km,1.2589 m,1978,International Telecommunications Satellite Organization (ITSO),AIR FORCE EASTERN TEST RANGE (AFETR)
INTELSAT 502,Intelsat,12089,1980-098A,"36,147.5 km","36,223.9 km",14.3 &deg,"1,456.2 minutes",42556 km,13.5237 m,1980,International Telecommunications Satellite Organization (ITSO),AIR FORCE EASTERN TEST RANGE (AFETR)
INTELSAT 503,Intelsat,12994,1981-119A,"35,921.6 km","36,118.4 km",14.2 &deg,"1,447.7 minutes",42390 km,5.1167 m,1981,International Telecommunications Satellite Organization (ITSO),AIR FORCE EASTERN TEST RANGE (AFETR)
COSMOS 2502,Military,40358,2014-086A,905.7 km,914.0 km,67.2 &deg,103.0 minutes,7280 km,Unknown,2014,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
INTELSAT 501,Intelsat,12474,1981-050A,"36,186.9 km","36,207.0 km",14.1 &deg,"1,456.7 minutes",42567 km,3.981 m,1981,International Telecommunications Satellite Organization (ITSO),AIR FORCE EASTERN TEST RANGE (AFETR)
IGS 9A,Military,40381,2015-004A,488.3 km,491.6 km,97.3 &deg,94.3 minutes,6860 km,Unknown,2015,Japan (JPN),TANEGASHIMA SPACE CENTER (TNSTA)
IGS OPTICAL 5,Military,40538,2015-015A,518.0 km,522.1 km,97.4 &deg,94.9 minutes,6891 km,Unknown,2015,Japan (JPN),TANEGASHIMA SPACE CENTER (TNSTA)
COSMOS 2503,Military,40420,2015-009A,570.0 km,585.1 km,97.9 &deg,96.1 minutes,6948 km,Unknown,2015,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
COSMOS 2504,Military,40555,2015-020D,588.2 km,"1,501.7 km",82.5 &deg,105.9 minutes,7415 km,Unknown,2015,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
COSMOS 2506,Military,40699,2015-029A,712.8 km,725.4 km,98.4 &deg,99.0 minutes,7090 km,Unknown,2015,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
WGS F7 (USA 263),Military,40746,2015-036A,"35,792.5 km","35,794.9 km",0.0 &deg,"1,436.1 minutes",42164 km,Unknown,2015,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
COSMOS 2508,Military,40921,2015-050B,"1,491.9 km","1,511.3 km",82.5 &deg,115.9 minutes,7872 km,Unknown,2015,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
COSMOS 2508,Military,40922,2015-050C,"1,490.1 km","1,513.0 km",82.5 &deg,115.9 minutes,7872 km,Unknown,2015,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
COSMOS 2507,Military,40920,2015-050A,"1,494.4 km","1,508.8 km",82.5 &deg,115.9 minutes,7872 km,Unknown,2015,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
USA 264,Military,40964,2015-058A,"1,099.3 km","1,127.6 km",63.4 &deg,107.4 minutes,7484 km,Unknown,2015,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
INTELSAT 504,Intelsat,13083,1982-017A,"36,033.4 km","36,146.5 km",14.3 &deg,"1,451.3 minutes",42460 km,7.0994 m,1982,International Telecommunications Satellite Organization (ITSO),AIR FORCE EASTERN TEST RANGE (AFETR)
INTELSAT 505,Intelsat,13595,1982-097A,"36,219.7 km","36,431.0 km",14.7 &deg,"1,463.3 minutes",42696 km,0.1428 m,1982,International Telecommunications Satellite Organization (ITSO),AIR FORCE EASTERN TEST RANGE (AFETR)
INTELSAT 506,Intelsat,14077,1983-047A,"35,947.1 km","36,267.0 km",14.8 &deg,"1,452.1 minutes",42478 km,8.8251 m,1983,International Telecommunications Satellite Organization (ITSO),AIR FORCE EASTERN TEST RANGE (AFETR)
INTELSAT 507,Intelsat,14421,1983-105A,"35,912.4 km","35,996.9 km",14.5 &deg,"1,444.3 minutes",42325 km,6.3095 m,1983,International Telecommunications Satellite Organization (ITSO),FRENCH GUIANA (FRGUI)
INTELSAT 508,Intelsat,14786,1984-023A,"36,592.6 km","36,708.6 km",15.6 &deg,"1,480.1 minutes",43021 km,7.6859 m,1984,International Telecommunications Satellite Organization (ITSO),FRENCH GUIANA (FRGUI)
INTELSAT 510,Intelsat,15629,1985-025A,"36,211.6 km","36,508.7 km",15.4 &deg,"1,465.1 minutes",42731 km,4.0544 m,1985,International Telecommunications Satellite Organization (ITSO),AIR FORCE EASTERN TEST RANGE (AFETR)
NSS 513 (INTELSAT 513),Intelsat,19121,1988-040A,"36,200.4 km","36,352.7 km",15.4 &deg,"1,460.8 minutes",42647 km,9.2727 m,1988,Netherlands (NETH),FRENCH GUIANA (FRGUI)
INTELSAT 512,Intelsat,16101,1985-087A,"36,089.6 km","36,154.7 km",15.4 &deg,"1,452.9 minutes",42493 km,6.4863 m,1985,International Telecommunications Satellite Organization (ITSO),AIR FORCE EASTERN TEST RANGE (AFETR)
INTELSAT 515,Intelsat,19772,1989-006A,"36,012.0 km","36,238.2 km",15.0 &deg,"1,453.1 minutes",42496 km,10.3345 m,1989,International Telecommunications Satellite Organization (ITSO),FRENCH GUIANA (FRGUI)
COSMOS 2510,Military,41032,2015-066A,"1,810.2 km","38,568.3 km",62.9 &deg,718.0 minutes,26560 km,Unknown,2015,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
USA 267,Military,41334,2016-010A,"1,108.2 km","1,114.0 km",123.0 &deg,107.3 minutes,7482 km,Unknown,2016,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
COSMOS 2515 (BARS-M 2),Military,41394,2016-020A,554.5 km,600.6 km,97.8 &deg,96.1 minutes,6948 km,Unknown,2016,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
MUOS 5,Military,41622,2016-041A,"34,946.5 km","36,639.7 km",7.3 &deg,"1,436.1 minutes",42164 km,Unknown,2016,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
SJ 16-02,Military,41634,2016-043A,613.7 km,623.6 km,75.0 &deg,96.9 minutes,6989 km,Unknown,2016,People's Republic of China (PRC),"Jiuquan Satellite Launch Center, China (JSC)"
NSS K (INTELSAT K),Intelsat,21989,1992-032A,"36,312.5 km","37,053.9 km",13.2 &deg,"1,481.8 minutes",43054 km,7.1499 m,1992,Netherlands (NETH),AIR FORCE EASTERN TEST RANGE (AFETR)
OFEQ 11,Military,41759,2016-056A,464.5 km,473.2 km,142.0 &deg,93.8 minutes,6839 km,Unknown,2016,Israel (ISRA),"Yavne, Israel (YAVNE)"
GOKTURK-1A,Military,41875,2016-073A,690.6 km,692.3 km,98.2 &deg,98.4 minutes,7062 km,Unknown,2016,Turkey (TURK),FRENCH GUIANA (FRGUI)
USA 274,Military,42058,2017-011A,"1,094.2 km","1,132.6 km",63.4 &deg,107.4 minutes,7484 km,Unknown,2017,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
IGS RADAR-5,Military,42072,2017-015A,493.6 km,496.4 km,97.4 &deg,94.4 minutes,6865 km,Unknown,2017,Japan (JPN),TANEGASHIMA SPACE CENTER (TNSTA)
COSMOS 2519,Military,42798,2017-037A,314.2 km,574.2 km,97.8 &deg,93.3 minutes,6815 km,Unknown,2017,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
COSMOS 2518,Military,42719,2017-027A,"2,297.0 km","38,057.6 km",63.2 &deg,717.5 minutes,26548 km,Unknown,2017,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
OPTSAT 3000,Military,42900,2017-044A,479.3 km,506.3 km,97.3 &deg,94.3 minutes,6863 km,Unknown,2017,Italy (IT),FRENCH GUIANA (FRGUI)
COSMOS 2524,Military,43032,2017-076A,908.2 km,914.8 km,67.1 &deg,103.1 minutes,7282 km,Unknown,2017,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
INTELSAT 804,Intelsat,25110,1997-083A,"35,789.4 km","35,854.5 km",10.9 &deg,"1,437.5 minutes",42192 km,10.0118 m,1997,International Telecommunications Satellite Organization (ITSO),FRENCH GUIANA (FRGUI)
USA 280,Military,43098,2018-001A,,,,,,,2018,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
USA 281,Military,43145,2018-005A,"1,085.3 km","1,088.1 km",106.0 &deg,106.8 minutes,7457 km,Unknown,2018,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
LKW-3,Military,43146,2018-006A,498.6 km,507.5 km,97.4 &deg,94.5 minutes,6874 km,Unknown,2018,People's Republic of China (PRC),"Jiuquan Satellite Launch Center, China (JSC)"
SBIRS GEO 4 (USA 282),Military,43162,2018-009A,"35,784.8 km","35,802.5 km",5.0 &deg,"1,436.1 minutes",42164 km,Unknown,2018,United States (US),AIR FORCE EASTERN TEST RANGE (AFETR)
TJS-3,Military,43874,2018-110A,"35,777.7 km","35,808.5 km",0.0 &deg,"1,436.1 minutes",42164 km,Unknown,2018,People's Republic of China (PRC),"Xichang Space Center, China (XSC)"
USA 290 (NROL-71),Military,43941,2019-004A,406.0 km,423.5 km,73.6 &deg,92.7 minutes,6785 km,Unknown,2019,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
MERIDIAN 8,Military,44453,2019-046A,"1,198.9 km","39,170.4 km",62.7 &deg,717.8 minutes,26555 km,Unknown,2019,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
USA 294,Military,45110,2020-007A,583.2 km,603.6 km,70.0 &deg,96.4 minutes,6964 km,Unknown,2020,United States (US),Rocket Lab Launch Complex (RLLC)
NOUR 01,Military,45529,2020-024A,433.5 km,442.3 km,59.8 &deg,93.2 minutes,6808 km,Unknown,2020,Iran (IRAN),()
INTELSAT 31,Intelsat,41581,2016-035A,"35,783.6 km","35,804.3 km",0.0 &deg,"1,436.1 minutes",42164 km,Unknown,2016,International Telecommunications Satellite Organization (ITSO),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
MOLNIYA 1-S,Molniya,7392,1974-060A,"35,776.8 km","35,850.9 km",7.0 &deg,"1,437.1 minutes",42184 km,1.5848 m,1974,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
MOLNIYA 1-29,Molniya,7780,1975-036A,580.6 km,"39,786.4 km",63.0 &deg,717.7 minutes,26554 km,18.4266 m,1975,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
MOLNIYA 2-14,Molniya,8195,1975-081A,766.1 km,"39,351.5 km",63.1 &deg,712.7 minutes,26429 km,17.1549 m,1975,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
NOAA 1,NOAA,4793,1970-106A,"1,430.3 km","1,479.6 km",101.7 &deg,114.8 minutes,7825 km,3.071 m,1970,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
NOAA 2 (ITOS-D),NOAA,6235,1972-082A,"1,455.1 km","1,462.1 km",101.8 &deg,114.9 minutes,7829 km,2.925 m,1972,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
NOAA 3,NOAA,6920,1973-086A,"1,507.6 km","1,517.0 km",102.1 &deg,116.1 minutes,7883 km,3.3381 m,1973,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
NOAA 4,NOAA,7529,1974-089A,"1,451.2 km","1,465.8 km",101.8 &deg,114.9 minutes,7829 km,3.1879 m,1974,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
NOAA 5,NOAA,9057,1976-077A,"1,515.1 km","1,531.5 km",102.0 &deg,116.3 minutes,7894 km,1.7201 m,1976,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
TIROS N,NOAA,11060,1978-096A,830.5 km,846.2 km,98.7 &deg,101.5 minutes,7209 km,5.5506 m,1978,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
NOAA 6,NOAA,11416,1979-057A,779.7 km,794.2 km,98.7 &deg,100.4 minutes,7157 km,3.9008 m,1979,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
NOAA 7,NOAA,12553,1981-059A,832.7 km,850.7 km,99.1 &deg,101.6 minutes,7212 km,2.979 m,1981,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
NOAA 9,NOAA,15427,1984-123A,834.9 km,856.6 km,98.9 &deg,101.7 minutes,7216 km,5.6416 m,1984,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
NOAA 10,NOAA,16969,1986-073A,796.0 km,814.5 km,98.5 &deg,100.8 minutes,7176 km,4.485 m,1986,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
NOAA 8,NOAA,13923,1983-022A,793.2 km,813.3 km,98.6 &deg,100.8 minutes,7174 km,5.054 m,1983,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
NOAA 11,NOAA,19531,1988-089A,841.0 km,856.2 km,98.4 &deg,101.7 minutes,7219 km,4.5614 m,1988,United States (US),AIR FORCE WESTERN TEST RANGE (AFWTR)
MOLNIYA 1-32,Molniya,8601,1976-006A,530.1 km,"39,933.4 km",62.7 &deg,719.7 minutes,26602 km,18.5857 m,1976,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
MOLNIYA 1-36,Molniya,9880,1977-021A,309.2 km,"40,065.2 km",62.5 &deg,717.9 minutes,26558 km,17.6752 m,1977,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
MOLNIYA 3-8,Molniya,10455,1977-105A,917.8 km,"39,435.3 km",62.3 &deg,717.5 minutes,26547 km,13.5006 m,1977,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
MOLNIYA 1-40,Molniya,10925,1978-055A,"1,464.0 km","38,887.4 km",62.5 &deg,717.4 minutes,26546 km,16.0495 m,1978,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
MOLNIYA 3-10,Molniya,11057,1978-095A,301.2 km,"19,955.5 km",62.8 &deg,351.5 minutes,16499 km,14.5022 m,1978,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
MOLNIYA 3-13,Molniya,11896,1980-063A,"1,145.4 km","39,216.1 km",62.6 &deg,717.6 minutes,26551 km,16.8912 m,1980,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
MOLNIYA 1-49,Molniya,12156,1981-009A,867.8 km,"38,621.0 km",62.1 &deg,700.0 minutes,26115 km,16.474 m,1981,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
MOLNIYA 1-52,Molniya,13012,1981-123A,942.8 km,"39,438.6 km",63.5 &deg,718.0 minutes,26561 km,16.6943 m,1981,Commonwealth of Independent States (former USSR) (CIS),TYURATAM MISSILE AND SPACE COMPLEX (TTMTR)
MOLNIYA 1-53,Molniya,13070,1982-015A,356.0 km,"40,057.2 km",62.3 &deg,718.7 minutes,26577 km,15.1776 m,1982,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
MOLNIYA 3-20,Molniya,13875,1983-015A,"1,228.4 km","39,121.8 km",63.5 &deg,717.4 minutes,26546 km,14.2775 m,1983,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
MOLNIYA 1-56,Molniya,13890,1983-019A,"1,309.7 km","39,177.3 km",63.2 &deg,720.2 minutes,26614 km,14.4907 m,1983,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
MOLNIYA 1-62,Molniya,15214,1984-089A,942.6 km,"39,905.6 km",62.7 &deg,727.5 minutes,26795 km,13.8853 m,1984,Commonwealth of Independent States (former USSR) (CIS),PLESETSK MISSILE AND SPACE COMPLEX (PKMTR)
